nodes,edges,density,average_clustering,average_degree,avg_node_imbalance,avg_edge_imbalance,total_imbalance
50,611,0.4987755102040816,0.49856942389946285,24.44,0.534677837996984,0.49901689669691307,0.5017143960388247
